Nome TFC,Entrada GC,Entrada QC,Saida GC,Saida QC,Delta GC,Delta QC,Metodo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb10-n10-gc9213-qc26906.tfc,-,-,-,-,-,-,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb11-n11-gc24240-qc71654.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb11-n11-gc24240-qc71654.tfc,24240,106472,24341,108853,-101,-2381,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb11-n11-gc24240-qc71654.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb11-n11-gc24240-qc71654.tfc,-,-,-,-,-,-,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb12-n12-gc47275-qc138970.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb12-n12-gc47275-qc138970.tfc,47275,269503,47405,272595,-130,-3092,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb12-n12-gc47275-qc138970.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb12-n12-gc47275-qc138970.tfc,-,-,-,-,-,-,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/mmd_3_17tc-n3-gc6-qc14.tfc,6,14,4,14,2,0,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/mmd_3_17tc-n3-gc6-qc14.tfc,6,14,6,14,0,0,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/mmd_3_17tc-n3-gc6-qc14.tfc,6,14,4,14,2,0,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/mmd_3_17tc-n3-gc6-qc14.tfc,6,14,4,14,2,0,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc713-qc11114.tfc,713,11237,408,11064,305,173,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc713-qc11114.tfc,713,11237,718,12216,-5,-979,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc713-qc11114.tfc,713,11237,420,11714,293,-477,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc713-qc11114.tfc,-,-,-,-,-,-,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc808-qc11209.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc808-qc11209.tfc,808,11332,720,11652,88,-320,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc808-qc11209.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc808-qc11209.tfc,-,-,-,-,-,-,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc928-qc2357.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc928-qc2357.tfc,928,2408,932,2546,-4,-138,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc928-qc2357.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime07_inc-n7-gc928-qc2357.tfc,928,2408,832,2492,96,-84,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime08_inc-n8-gc1885-qc6504.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime08_inc-n8-gc1885-qc6504.tfc,1885,6957,1886,7086,-1,-129,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime08_inc-n8-gc1885-qc6504.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime08_inc-n8-gc1885-qc6504.tfc,-,-,-,-,-,-,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime09_inc-n9-gc4350-qc19677.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime09_inc-n9-gc4350-qc19677.tfc,4350,28426,4376,29756,-26,-1330,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime09_inc-n9-gc4350-qc19677.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/nth_prime09_inc-n9-gc4350-qc19677.tfc,-,-,-,-,-,-,novo-antigo
