Nome TFC,Entrada GC,Entrada QC,Saida GC,Saida QC,Delta GC,Delta QC,Metodo
./tfcs/revlib/n_01-09/portas_0-1000/mod5mils.tfc,5,13,3,29,2,-16,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5mils.tfc,5,13,3,29,2,-16,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_12.tfc,12,32,10,32,2,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_12.tfc,12,32,10,32,2,0,novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_12.tfc,12,32,10,32,2,0,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_12.tfc,12,32,10,32,2,0,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_13.tfc,13,33,11,33,2,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_13.tfc,13,33,12,34,1,-1,novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_13.tfc,13,33,12,54,1,-21,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_13.tfc,13,33,12,34,1,-1,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_14.tfc,14,34,13,35,1,-1,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_14.tfc,14,34,13,35,1,-1,novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_14.tfc,14,34,13,35,1,-1,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4_49_14.tfc,14,34,13,35,1,-1,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_2.tfc,15,35,14,36,1,-1,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_2.tfc,15,35,14,36,1,-1,novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_2.tfc,15,35,14,36,1,-1,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_2.tfc,15,35,14,36,1,-1,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_4.tfc,15,39,15,39,0,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_4.tfc,15,39,16,60,-1,-21,novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_4.tfc,15,39,15,61,0,-22,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_4.tfc,15,39,14,40,1,-1,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_5.tfc,15,39,15,39,0,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_5.tfc,15,39,15,39,0,0,novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_5.tfc,15,39,14,60,1,-21,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_4b15g_5.tfc,15,39,15,39,0,0,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb4_12.tfc,12,24,12,24,0,0,antigo
